id_cliente,nombres,apellidos,numero_identificacion,telefono,correo,direccion,TIPO_IDENT_id_tipo_ident,MUNICIPIO_id_municipio
269,Cristina,Ortiz,98203489,48624573,cristina.ortiz@correo.com,6 Calle 9-89 zona 20,2,7
270,Lucia,Castillo,4015479599,36727022,lucia.castillo@correo.com,6 Calle 5-80 zona 17,1,29
271,Jose,Perez,38935933,35266266,jose.perez2@correo.com,10 Calle 4-34 zona 4,2,53
272,Cristina,Ramirez,71389561,61780146,cristina.ramirez@correo.com,15 Calle 10-25 zona 25,2,14
273,Sergio,Gonzalez,4909199720,71814896,,9 Calle 7-84 zona 16,3,1
274,Gabriela,Gonzalez,6470052645,76399642,gabriela.gonzalez3@correo.com,9 Calle 7-63 zona 20,1,77
275,Karla,Morales,8991678061,47924719,karla.morales@correo.com,10 Calle 9-48 zona 23,3,18
276,Rosa,Aguilar,8934097788,75875114,rosa.aguilar@correo.com,11 Calle 6-96 zona 5,1,27
277,Carlos,Vasquez,9519206782,41890282,carlos.vasquez2@correo.com,11 Calle 1-35 zona 9,1,49
278,Pedro,Gonzalez,4714465905,41542011,pedro.gonzalez@correo.com,6 Calle 8-23 zona 20,3,38
279,Rosa,Diaz,1231078662,37401894,rosa.diaz@correo.com,7 Calle 7-97 zona 11,3,37
280,Pedro,Ramirez,6126033644,47169672,pedro.ramirez@correo.com,13 Calle 10-79 zona 24,3,57
281,Julio,Perez,7135394336,43915798,,12 Calle 9-25 zona 13,1,10
282,Rosa,Cruz,9283395204,51094709,rosa.cruz@correo.com,6 Calle 8-29 zona 2,1,75
283,Ana,Aguilar,3235986982,67007679,ana.aguilar@correo.com,2 Calle 6-77 zona 8,1,39
284,Sergio,Perez,6716887234,62542590,sergio.perez@correo.com,6 Calle 4-37 zona 22,1,69
285,Roberto,Ramirez,2914126243,78966781,,9 Calle 1-24 zona 22,1,80
286,Laura,Lopez,8604215219,62902100,laura.lopez@correo.com,7 Calle 5-79 zona 24,1,42
287,Sergio,Vasquez,3290101581,54229821,sergio.vasquez@correo.com,6 Calle 9-20 zona 4,1,6
288,Luis,Ramirez,96779969,62743602,luis.ramirez@correo.com,4 Calle 9-99 zona 24,2,28
289,Luis,Chavez,3396953414,51635626,luis.chavez@correo.com,2 Calle 2-16 zona 6,1,59
290,Jorge,Cruz,3297096148,68264954,jorge.cruz2@correo.com,6 Calle 1-59 zona 22,1,58
291,Luis,Rodriguez,5666504394,59436204,luis.rodriguez2@correo.com,2 Calle 5-97 zona 10,3,10
292,Julio,Diaz,83245898,63622672,julio.diaz@correo.com,9 Calle 4-27 zona 24,2,4
293,Roberto,Aguilar,5660584367,33371859,roberto.aguilar@correo.com,2 Calle 1-10 zona 19,3,48
294,Daniela,Gomez,1492300084,43700366,daniela.gomez2@correo.com,3 Calle 4-88 zona 9,1,66
295,Ana,Flores,6715961218,35876342,ana.flores@correo.com,11 Calle 2-42 zona 4,1,71
296,Diego,Chavez,54069864,52171198,diego.chavez3@correo.com,15 Calle 4-50 zona 16,2,13
297,Claudia,Rodriguez,4374384508,56307189,claudia.rodriguez@correo.com,7 Calle 3-10 zona 11,1,73
298,Alejandra,Cruz,1467432617,59052291,alejandra.cruz@correo.com,8 Calle 8-55 zona 25,1,18
299,Andrea,Cruz,3712815143,74295580,,5 Calle 2-19 zona 1,3,18
300,Patricia,Rodriguez,6866146362,75372416,patricia.rodriguez@correo.com,9 Calle 9-70 zona 21,1,5
